Name	frame_num	pts_tracked	pts_added	loop_time	track_time	mgmt_time
Harris	460	50	0	43.2613	43.2527	0.004042
Harris	461	48	2	120.974	42.1244	78.8432
Harris	462	49	1	121.412	41.7795	79.6262
Harris	463	50	0	41.2341	41.2254	0.004583
Harris	464	50	0	41.6633	41.6548	0.004417
Harris	465	50	0	41.6302	41.6209	0.004291
Harris	466	50	0	41.0414	41.0313	0.005791
Harris	467	48	2	120.767	40.9171	79.8437
Harris	468	49	1	118.533	40.7261	77.8011
Harris	469	50	0	40.3612	40.3516	0.005291
Harris	470	49	1	121.138	41.1789	79.9535
Harris	471	50	0	41.56	41.5498	0.005417
Harris	472	50	0	41.0146	41.0059	0.004666
Harris	473	50	0	40.7739	40.766	0.004042
Harris	474	50	0	40.7337	40.7237	0.005833
Harris	475	50	0	40.489	40.48	0.00475
Harris	476	49	1	119.331	41.3871	77.9381
Harris	477	50	0	42.0958	42.0863	0.005291
Harris	478	50	0	40.2717	40.2636	0.004042
Harris	479	50	0	38.8996	38.8911	0.004042
Harris	480	50	0	39.4332	39.4238	0.004417
Harris	481	50	0	37.5021	37.4928	0.004458
Harris	482	50	0	38.1466	38.1374	0.004083
Harris	483	50	0	38.5446	38.5364	0.003667
Harris	484	50	0	38.0249	38.0156	0.004625
Harris	485	50	0	37.7136	37.7055	0.003584
Harris	486	50	0	38.7026	38.6941	0.003791
Harris	487	50	0	38.0368	38.0283	0.004042
Harris	488	50	0	39.0611	39.0525	0.004083
Harris	489	50	0	39.3923	39.3838	0.004083
Harris	490	50	0	39.2656	39.2565	0.004875
Harris	491	50	0	37.8584	37.8499	0.003875
Harris	492	50	0	36.4866	36.4778	0.004083
Harris	493	50	0	37.2124	37.2035	0.003542
Harris	494	50	0	37.5602	37.5488	0.006167
Harris	495	50	0	36.0865	36.0772	0.004166
Harris	496	50	0	38.0877	38.0786	0.004791
Harris	497	50	0	38.2151	38.207	0.003417
Harris	498	50	0	39.197	39.188	0.004583
Harris	499	50	0	38.5683	38.5599	0.003708
Harris	500	50	0	38.7821	38.7732	0.004292
Harris	501	50	0	38.868	38.8586	0.005291
Harris	502	50	0	38.1369	38.1275	0.004874
Harris	503	50	0	39.292	39.284	0.003708
Harris	504	50	0	39.0388	39.0307	0.003917
Harris	505	50	0	38.8966	38.8883	0.003792
Harris	506	50	0	40.4569	40.4481	0.004459
Harris	507	49	1	118.767	39.1463	79.6151
Harris	508	50	0	40.4149	40.4056	0.005083
Harris	509	50	0	40.3993	40.3894	0.005125
Harris	510	50	0	39.4788	39.4701	0.004541
Harris	511	50	0	39.9642	39.9557	0.004124
Harris	512	50	0	39.771	39.7626	0.00425
Harris	513	50	0	39.1688	39.1591	0.004542
Harris	514	50	0	40.1275	40.1185	0.004333
Harris	515	50	0	38.7357	38.7265	0.004625
Harris	516	50	0	38.7183	38.7096	0.004125
Harris	517	50	0	39.5379	39.53	0.003791
Harris	518	50	0	38.3252	38.3169	0.004
Harris	519	50	0	38.8068	38.7968	0.005291
Harris	520	50	0	38.9039	38.8944	0.004791
Harris	521	50	0	38.2947	38.2863	0.003375
Harris	522	50	0	38.8491	38.8397	0.004375
Harris	523	50	0	38.1009	38.0928	0.003917
Harris	524	50	0	38.5901	38.5806	0.004416
Harris	525	50	0	36.8972	36.8859	0.005833
Harris	526	50	0	37.4185	37.4089	0.005167
Harris	527	50	0	39.7085	39.6997	0.004375
Harris	528	50	0	38.9948	38.986	0.004416
Harris	529	50	0	38.124	38.115	0.004667
Harris	530	50	0	38.4483	38.4395	0.004167
Harris	531	50	0	38.1203	38.112	0.003958
Harris	532	50	0	38.9258	38.9177	0.003875
Harris	533	50	0	38.558	38.5488	0.004459
Harris	534	50	0	38.322	38.3135	0.004042
Harris	535	50	0	38.2706	38.2627	0.003625
Harris	536	50	0	37.165	37.1562	0.004708
Harris	537	50	0	36.7284	36.72	0.003875
Harris	538	50	0	35.4357	35.4271	0.004625
Harris	539	50	0	36.6401	36.6319	0.004
